401 Q0 LA030690-0168   1 14.347982 z22shaikAND
443 Q0 LA101189-0089  14 10.153529 z22shaikAND
443 Q0 LA021190-0178  15  9.989075 z22shaikAND
443 Q0 LA051390-0177  16  9.945614 z22shaikAND
443 Q0 LA110389-0177  17  9.939573 z22shaikAND
443 Q0 LA012389-0077  18  9.929029 z22shaikAND
443 Q0 LA021190-0179  19  9.781970 z22shaikAND
443 Q0 LA121590-0055  20  9.435471 z22shaikAND
443 Q0 LA091589-0013  21  9.281687 z22shaikAND
443 Q0 LA062690-0180  22  9.256752 z22shaikAND
443 Q0 LA012789-0143  23  9.089607 z22shaikAND
443 Q0 LA030289-0091  24  9.073728 z22shaikAND
443 Q0 LA060590-0189  25  8.882247 z22shaikAND
443 Q0 LA091889-0088  26  8.863983 z22shaikAND
443 Q0 LA082890-0056  27  8.837951 z22shaikAND
443 Q0 LA012489-0063  28  8.725381 z22shaikAND
443 Q0 LA122089-0021  29  8.668294 z22shaikAND
443 Q0 LA032190-0002  30  8.611245 z22shaikAND
443 Q0 LA011489-0132  31  8.609868 z22shaikAND
443 Q0 LA092790-0041  32  8.592794 z22shaikAND
443 Q0 LA102689-0123  33  8.485192 z22shaikAND
443 Q0 LA112690-0061  34  8.473179 z22shaikAND
443 Q0 LA030790-0053  35  8.451749 z22shaikAND
443 Q0 LA020789-0006  36  8.419625 z22shaikAND
443 Q0 LA010889-0041  37  8.413282 z22shaikAND
443 Q0 LA081389-0139  38  8.408023 z22shaikAND
443 Q0 LA092490-0110  39  8.378389 z22shaikAND
443 Q0 LA102389-0072  40  8.353018 z22shaikAND
443 Q0 LA070389-0005  41  8.344534 z22shaikAND
443 Q0 LA062189-0039  42  8.344402 z22shaikAND
443 Q0 LA040890-0080  43  8.340508 z22shaikAND
443 Q0 LA110189-0148  44  8.338963 z22shaikAND
443 Q0 LA040189-0012  45  8.315976 z22shaikAND
443 Q0 LA040289-0082  46  8.257715 z22shaikAND
443 Q0 LA030990-0109  47  8.198465 z22shaikAND
443 Q0 LA042189-0070  48  8.191750 z22shaikAND
443 Q0 LA012090-0054  49  8.190115 z22shaikAND
443 Q0 LA111690-0038  50  8.156884 z22shaikAND
443 Q0 LA041790-0097  51  8.152174 z22shaikAND
443 Q0 LA040989-0120  52  8.140647 z22shaikAND
443 Q0 LA041589-0040  53  8.123249 z22shaikAND
443 Q0 LA022490-0014  54  8.070922 z22shaikAND
443 Q0 LA062290-0171  55  8.035813 z22shaikAND
443 Q0 LA042289-0007  56  8.006866 z22shaikAND
443 Q0 LA022890-0172  57  7.991866 z22shaikAND
443 Q0 LA052290-0184  58  7.982486 z22shaikAND
443 Q0 LA022189-0021  59  7.945022 z22shaikAND
443 Q0 LA121690-0157  60  7.919482 z22shaikAND
443 Q0 LA110289-0139  61  7.887558 z22shaikAND
443 Q0 LA060890-0014  62  7.874947 z22shaikAND
443 Q0 LA021089-0128  63  7.819480 z22shaikAND
443 Q0 LA080990-0262  64  7.819480 z22shaikAND
443 Q0 LA061589-0012  65  7.810486 z22shaikAND
443 Q0 LA091090-0057  66  7.808091 z22shaikAND
443 Q0 LA021690-0060  67  7.783990 z22shaikAND
443 Q0 LA022090-0009  68  7.758814 z22shaikAND
443 Q0 LA021190-0069  69  7.744003 z22shaikAND
443 Q0 LA011290-0012  70  7.724801 z22shaikAND
443 Q0 LA111789-0063  71  7.717641 z22shaikAND
443 Q0 LA093090-0150  72  7.707064 z22shaikAND
443 Q0 LA060789-0014  73  7.696000 z22shaikAND
443 Q0 LA122290-0008  74  7.696000 z22shaikAND
443 Q0 LA040789-0165  75  7.695433 z22shaikAND
443 Q0 LA101889-0078  76  7.690480 z22shaikAND
443 Q0 LA020290-0132  77  7.673967 z22shaikAND
443 Q0 LA051290-0089  78  7.668478 z22shaikAND
443 Q0 LA123090-0077  79  7.664250 z22shaikAND
443 Q0 LA012290-0010  80  7.662300 z22shaikAND
443 Q0 LA090590-0032  81  7.647080 z22shaikAND
443 Q0 LA121789-0098  82  7.636055 z22shaikAND
443 Q0 LA102389-0028  83  7.635545 z22shaikAND
443 Q0 LA052090-0065  84  7.618262 z22shaikAND
443 Q0 LA011789-0061  85  7.603223 z22shaikAND
443 Q0 LA021790-0128  86  7.603205 z22shaikAND
443 Q0 LA090889-0084  87  7.598781 z22shaikAND
443 Q0 LA120889-0116  88  7.597835 z22shaikAND
443 Q0 LA020390-0028  89  7.577654 z22shaikAND
443 Q0 LA100789-0152  90  7.527777 z22shaikAND
443 Q0 LA040389-0043  91  7.518651 z22shaikAND
443 Q0 LA031390-0154  92  7.496897 z22shaikAND
443 Q0 LA111689-0141  93  7.480096 z22shaikAND
443 Q0 LA021790-0109  94  7.476107 z22shaikAND
443 Q0 LA071790-0125  95  7.475803 z22shaikAND
443 Q0 LA101289-0095  96  7.465576 z22shaikAND
443 Q0 LA061590-0175  97  7.455194 z22shaikAND
443 Q0 LA072089-0156  98  7.448138 z22shaikAND
443 Q0 LA082890-0133  99  7.428075 z22shaikAND
443 Q0 LA021889-0043 100  7.384996 z22shaikAND
445 Q0 LA102790-0157   1 16.270712 z22shaikAND
445 Q0 LA020390-0030   2 14.219849 z22shaikAND
445 Q0 LA110789-0149   3 14.174110 z22shaikAND
445 Q0 LA121790-0116   4 14.008084 z22shaikAND
445 Q0 LA052089-0034   5 13.147049 z22shaikAND
445 Q0 LA011589-0007   6 12.861463 z22shaikAND
445 Q0 LA033190-0122   7 12.574396 z22shaikAND
445 Q0 LA051589-0033   8 12.157444 z22shaikAND
445 Q0 LA080390-0117   9 12.132727 z22shaikAND
445 Q0 LA070990-0001  10 12.075905 z22shaikAND
445 Q0 LA090989-0140  11 12.072394 z22shaikAND
445 Q0 LA050290-0154  12 11.975813 z22shaikAND
445 Q0 LA032589-0088  13 11.609303 z22shaikAND
445 Q0 LA032590-0161  14 11.364339 z22shaikAND
445 Q0 LA040389-0093  15 11.312377 z22shaikAND
445 Q0 LA012490-0018  16 11.059480 z22shaikAND
445 Q0 LA020490-0018  17 11.022205 z22shaikAND
445 Q0 LA031890-0054  18 10.996372 z22shaikAND
445 Q0 LA021989-0184  19 10.902148 z22shaikAND
445 Q0 LA051290-0133  20 10.659393 z22shaikAND
445 Q0 LA032590-0108  21 10.631077 z22shaikAND
445 Q0 LA121489-0104  22 10.591206 z22shaikAND
445 Q0 LA062690-0116  23 10.453509 z22shaikAND
445 Q0 LA033190-0123  24 10.294301 z22shaikAND
445 Q0 LA020589-0108  25 10.028105 z22shaikAND
445 Q0 LA032190-0110  26  9.891742 z22shaikAND
445 Q0 LA020289-0089  27  9.873214 z22shaikAND
445 Q0 LA111089-0013  28  9.728653 z22shaikAND
445 Q0 LA051389-0002  29  9.664873 z22shaikAND
445 Q0 LA091390-0005  30  9.644048 z22shaikAND
445 Q0 LA120789-0035  31  9.628962 z22shaikAND
445 Q0 LA031290-0103  32  9.593227 z22shaikAND
445 Q0 LA022890-0148  33  9.588409 z22shaikAND
445 Q0 LA080790-0085  34  9.556202 z22shaikAND
445 Q0 LA021790-0058  35  9.530249 z22shaikAND
445 Q0 LA032689-0143  36  9.468235 z22shaikAND
445 Q0 LA062489-0099  37  9.465739 z22shaikAND
445 Q0 LA111989-0215  38  9.457459 z22shaikAND
445 Q0 LA050590-0141  39  9.448701 z22shaikAND
445 Q0 LA061390-0104  40  9.435981 z22shaikAND
445 Q0 LA052590-0060  41  9.380260 z22shaikAND
445 Q0 LA121390-0017  42  9.375642 z22shaikAND
445 Q0 LA012189-0074  43  9.344049 z22shaikAND
445 Q0 LA020189-0098  44  9.340525 z22shaikAND
445 Q0 LA092890-0184  45  9.336080 z22shaikAND
445 Q0 LA090289-0110  46  9.319574 z22shaikAND
445 Q0 LA012290-0045  47  9.248030 z22shaikAND
445 Q0 LA051989-0030  48  9.181353 z22shaikAND
445 Q0 LA050690-0041  49  9.045666 z22shaikAND
445 Q0 LA121489-0021  50  9.035831 z22shaikAND
445 Q0 LA031689-0060  51  8.999174 z22shaikAND
445 Q0 LA080189-0097  52  8.938636 z22shaikAND
445 Q0 LA022390-0059  53  8.931682 z22shaikAND
445 Q0 LA021689-0073  54  8.929765 z22shaikAND
445 Q0 LA050590-0142  55  8.925876 z22shaikAND
445 Q0 LA102289-0097  56  8.874695 z22shaikAND
445 Q0 LA082490-0008  57  8.858646 z22shaikAND
445 Q0 LA120289-0027  58  8.806024 z22shaikAND
445 Q0 LA022389-0116  59  8.759611 z22shaikAND
445 Q0 LA012690-0050  60  8.623263 z22shaikAND
445 Q0 LA110390-0115  61  8.588296 z22shaikAND
445 Q0 LA011290-0143  62  8.583257 z22shaikAND
445 Q0 LA123189-0141  63  8.534697 z22shaikAND
445 Q0 LA053190-0065  64  8.508481 z22shaikAND
445 Q0 LA060489-0141  65  8.440184 z22shaikAND
445 Q0 LA042090-0102  66  8.410794 z22shaikAND
445 Q0 LA083090-0056  67  8.396716 z22shaikAND
445 Q0 LA072989-0052  68  8.357572 z22shaikAND
445 Q0 LA092189-0196  69  8.337742 z22shaikAND
445 Q0 LA062889-0016  70  8.304413 z22shaikAND
445 Q0 LA051890-0074  71  8.271350 z22shaikAND
445 Q0 LA110989-0121  72  8.252061 z22shaikAND
445 Q0 LA021789-0009  73  8.251445 z22shaikAND
445 Q0 LA121389-0141  74  8.198530 z22shaikAND
445 Q0 LA101490-0019  75  8.186694 z22shaikAND
445 Q0 LA031389-0009  76  8.125765 z22shaikAND
445 Q0 LA091990-0112  77  8.102106 z22shaikAND
445 Q0 LA011090-0076  78  7.962263 z22shaikAND
445 Q0 LA042990-0193  79  7.893173 z22shaikAND
445 Q0 LA102890-0167  80  7.826012 z22shaikAND
445 Q0 LA041490-0123  81  7.825561 z22shaikAND
445 Q0 LA050589-0157  82  7.817897 z22shaikAND
445 Q0 LA050590-0078  83  7.809877 z22shaikAND
445 Q0 LA031989-0056  84  7.783279 z22shaikAND
445 Q0 LA062089-0132  85  7.775996 z22shaikAND
445 Q0 LA051789-0147  86  7.761470 z22shaikAND
445 Q0 LA051489-0100  87  7.696771 z22shaikAND
445 Q0 LA060689-0019  88  7.619144 z22shaikAND
445 Q0 LA081490-0005  89  7.619144 z22shaikAND
445 Q0 LA032390-0024  90  7.446672 z22shaikAND
445 Q0 LA121690-0047  91  7.432067 z22shaikAND
445 Q0 LA011290-0095  92  7.427212 z22shaikAND
445 Q0 LA061090-0213  93  7.378978 z22shaikAND
445 Q0 LA022889-0171  94  7.375692 z22shaikAND
445 Q0 LA112289-0050  95  7.291558 z22shaikAND
445 Q0 LA060689-0057  96  7.157958 z22shaikAND
445 Q0 LA080590-0046  97  7.122810 z22shaikAND
445 Q0 LA091390-0018  98  7.111291 z22shaikAND
445 Q0 LA082489-0084  99  7.095905 z22shaikAND
445 Q0 LA090190-0133 100  7.086366 z22shaikAND
446 Q0 LA052290-0101   1 12.062547 z22shaikAND
446 Q0 LA121890-0091   2 11.916260 z22shaikAND
446 Q0 LA041390-0080   3 11.801972 z22shaikAND
446 Q0 LA013190-0141   4 11.306441 z22shaikAND
446 Q0 LA021390-0070   5 11.241467 z22shaikAND
446 Q0 LA060889-0204   6 11.040157 z22shaikAND
446 Q0 LA052290-0102   7 11.015080 z22shaikAND
446 Q0 LA080890-0069   8 10.974070 z22shaikAND
446 Q0 LA070589-0022   9 10.657674 z22shaikAND
446 Q0 LA092189-0125  10 10.615029 z22shaikAND
446 Q0 LA121690-0168  11 10.565791 z22shaikAND
446 Q0 LA030589-0044  12 10.044835 z22shaikAND
446 Q0 LA080590-0244  13  9.974985 z22shaikAND
446 Q0 LA030989-0104  14  9.961888 z22shaikAND
446 Q0 LA041290-0221  15  9.759552 z22shaikAND
446 Q0 LA121690-0056  16  9.579383 z22shaikAND
446 Q0 LA011290-0062  17  9.560506 z22shaikAND
446 Q0 LA122490-0039  18  9.549736 z22shaikAND
446 Q0 LA063090-0104  19  9.529308 z22shaikAND
446 Q0 LA071789-0067  20  9.291719 z22shaikAND
446 Q0 LA070190-0131  21  9.228875 z22shaikAND
446 Q0 LA040589-0062  22  9.133405 z22shaikAND
446 Q0 LA081990-0071  23  9.100893 z22shaikAND
446 Q0 LA031090-0117  24  9.012680 z22shaikAND
446 Q0 LA061689-0043  25  8.841161 z22shaikAND
446 Q0 LA070190-0033  26  8.832663 z22shaikAND
446 Q0 LA031189-0049  27  8.683720 z22shaikAND
446 Q0 LA090290-0091  28  8.626498 z22shaikAND
446 Q0 LA052390-0062  29  8.564195 z22shaikAND
446 Q0 LA092989-0031  30  8.533673 z22shaikAND
446 Q0 LA050790-0039  31  8.480051 z22shaikAND
446 Q0 LA092689-0078  32  8.361922 z22shaikAND
446 Q0 LA060489-0163  33  8.311135 z22shaikAND
446 Q0 LA092289-0068  34  8.306434 z22shaikAND
446 Q0 LA070490-0042  35  8.302611 z22shaikAND
446 Q0 LA012389-0093  36  8.266291 z22shaikAND
446 Q0 LA052690-0110  37  8.202906 z22shaikAND
446 Q0 LA041689-0140  38  8.202616 z22shaikAND
446 Q0 LA031890-0044  39  8.182256 z22shaikAND
446 Q0 LA012589-0125  40  8.145098 z22shaikAND
446 Q0 LA032489-0175  41  8.129646 z22shaikAND
446 Q0 LA073190-0122  42  8.128284 z22shaikAND
446 Q0 LA093090-0091  43  8.123680 z22shaikAND
446 Q0 LA062890-0052  44  8.109237 z22shaikAND
446 Q0 LA113090-0177  45  8.107684 z22shaikAND
446 Q0 LA113090-0107  46  8.098639 z22shaikAND
446 Q0 LA112190-0151  47  8.095188 z22shaikAND
446 Q0 LA043089-0160  48  8.084928 z22shaikAND
446 Q0 LA031989-0102  49  8.047097 z22shaikAND
446 Q0 LA050790-0093  50  7.995270 z22shaikAND
446 Q0 LA071590-0042  51  7.978365 z22shaikAND
446 Q0 LA073089-0113  52  7.978365 z22shaikAND
446 Q0 LA060490-0049  53  7.927034 z22shaikAND
446 Q0 LA092190-0071  54  7.918508 z22shaikAND
446 Q0 LA042290-0083  55  7.894647 z22shaikAND
446 Q0 LA111689-0153  56  7.891303 z22shaikAND
446 Q0 LA042090-0129  57  7.881737 z22shaikAND
446 Q0 LA031690-0122  58  7.867522 z22shaikAND
446 Q0 LA021090-0066  59  7.851978 z22shaikAND
446 Q0 LA032689-0043  60  7.849723 z22shaikAND
446 Q0 LA050789-0127  61  7.842057 z22shaikAND
446 Q0 LA071590-0096  62  7.838316 z22shaikAND
446 Q0 LA072989-0117  63  7.809408 z22shaikAND
446 Q0 LA042389-0093  64  7.791498 z22shaikAND
446 Q0 LA051289-0114  65  7.786017 z22shaikAND
446 Q0 LA061590-0173  66  7.779957 z22shaikAND
446 Q0 LA092989-0180  67  7.766828 z22shaikAND
446 Q0 LA040790-0105  68  7.759178 z22shaikAND
446 Q0 LA102489-0095  69  7.734566 z22shaikAND
446 Q0 LA010189-0084  70  7.722903 z22shaikAND
446 Q0 LA020190-0163  71  7.717085 z22shaikAND
446 Q0 LA062590-0097  72  7.705211 z22shaikAND
446 Q0 LA040890-0074  73  7.703369 z22shaikAND
446 Q0 LA060789-0070  74  7.674651 z22shaikAND
446 Q0 LA110790-0055  75  7.673940 z22shaikAND
446 Q0 LA102890-0049  76  7.669602 z22shaikAND
446 Q0 LA041590-0176  77  7.635102 z22shaikAND
446 Q0 LA101790-0042  78  7.621707 z22shaikAND
446 Q0 LA090990-0050  79  7.599836 z22shaikAND
446 Q0 LA111989-0022  80  7.595052 z22shaikAND
446 Q0 LA030890-0198  81  7.591872 z22shaikAND
446 Q0 LA112189-0075  82  7.574877 z22shaikAND
446 Q0 LA030390-0093  83  7.556101 z22shaikAND
446 Q0 LA020890-0152  84  7.555405 z22shaikAND
446 Q0 LA082089-0127  85  7.498895 z22shaikAND
446 Q0 LA060890-0069  86  7.498750 z22shaikAND
446 Q0 LA052689-0098  87  7.496781 z22shaikAND
446 Q0 LA032890-0065  88  7.479314 z22shaikAND
446 Q0 LA011389-0003  89  7.442636 z22shaikAND
446 Q0 LA072990-0070  90  7.438386 z22shaikAND
446 Q0 LA013090-0026  91  7.434881 z22shaikAND
446 Q0 LA022690-0029  92  7.391280 z22shaikAND
446 Q0 LA072389-0042  93  7.388079 z22shaikAND
446 Q0 LA022689-0163  94  7.372571 z22shaikAND
446 Q0 LA062289-0139  95  7.371182 z22shaikAND
446 Q0 LA031690-0124  96  7.360601 z22shaikAND
446 Q0 LA032789-0098  97  7.339635 z22shaikAND
446 Q0 LA010190-0071  98  7.336548 z22shaikAND
446 Q0 LA050289-0097  99  7.335032 z22shaikAND
446 Q0 LA052790-0065 100  7.331258 z22shaikAND
448 Q0 LA120789-0097   1 10.954988 z22shaikAND
448 Q0 LA052390-0005   2 10.735431 z22shaikAND
448 Q0 LA102090-0023   3 10.445071 z22shaikAND
448 Q0 LA042389-0098   4 10.348172 z22shaikAND
448 Q0 LA020289-0019   5 10.307991 z22shaikAND
448 Q0 LA052489-0093   6 10.219202 z22shaikAND
448 Q0 LA112189-0107   7  9.962395 z22shaikAND
448 Q0 LA052290-0044   8  9.897673 z22shaikAND
448 Q0 LA040889-0031   9  9.884018 z22shaikAND
448 Q0 LA100990-0134  10  9.571867 z22shaikAND
448 Q0 LA052390-0152  11  9.568330 z22shaikAND
448 Q0 LA052390-0111  12  9.559261 z22shaikAND
448 Q0 LA092889-0202  13  9.541176 z22shaikAND
448 Q0 LA100789-0121  14  9.525194 z22shaikAND
448 Q0 LA072790-0075  15  9.512072 z22shaikAND
448 Q0 LA022490-0080  16  9.295607 z22shaikAND
448 Q0 LA052689-0008  17  9.281691 z22shaikAND
448 Q0 LA022189-0040  18  9.242545 z22shaikAND
448 Q0 LA093090-0077  19  9.242545 z22shaikAND
448 Q0 LA022189-0022  20  9.213609 z22shaikAND
448 Q0 LA011189-0076  21  9.185754 z22shaikAND
448 Q0 LA081690-0218  22  9.180770 z22shaikAND
448 Q0 LA062990-0073  23  8.974466 z22shaikAND
448 Q0 LA041990-0124  24  8.872611 z22shaikAND
448 Q0 LA122989-0062  25  8.772982 z22shaikAND
448 Q0 LA062090-0072  26  8.743453 z22shaikAND
448 Q0 LA021090-0011  27  8.688567 z22shaikAND
448 Q0 LA072689-0101  28  8.684806 z22shaikAND
448 Q0 LA062789-0100  29  8.652798 z22shaikAND
448 Q0 LA050890-0030  30  8.488703 z22shaikAND
448 Q0 LA122189-0137  31  8.447663 z22shaikAND
448 Q0 LA121289-0071  32  8.419583 z22shaikAND
448 Q0 LA092590-0070  33  8.419422 z22shaikAND
448 Q0 LA020189-0152  34  8.417525 z22shaikAND
448 Q0 LA100389-0026  35  8.381323 z22shaikAND
448 Q0 LA031189-0102  36  8.339596 z22shaikAND
448 Q0 LA082690-0111  37  8.329257 z22shaikAND
448 Q0 LA102989-0165  38  8.242676 z22shaikAND
448 Q0 LA062090-0036  39  8.205966 z22shaikAND
448 Q0 LA021390-0036  40  8.158799 z22shaikAND
448 Q0 LA101190-0063  41  8.155441 z22shaikAND
448 Q0 LA052490-0007  42  8.147522 z22shaikAND
448 Q0 LA040190-0039  43  8.096906 z22shaikAND
448 Q0 LA120289-0133  44  8.094747 z22shaikAND
448 Q0 LA112689-0074  45  8.029137 z22shaikAND
448 Q0 LA052590-0001  46  7.972314 z22shaikAND
448 Q0 LA040690-0138  47  7.959182 z22shaikAND
448 Q0 LA122289-0116  48  7.954425 z22shaikAND
448 Q0 LA102889-0107  49  7.860313 z22shaikAND
448 Q0 LA082790-0072  50  7.807803 z22shaikAND
448 Q0 LA072890-0137  51  7.748393 z22shaikAND
448 Q0 LA072789-0014  52  7.657815 z22shaikAND
448 Q0 LA091389-0098  53  7.634842 z22shaikAND
448 Q0 LA062589-0156  54  7.602988 z22shaikAND
448 Q0 LA090989-0085  55  7.550741 z22shaikAND
448 Q0 LA042089-0090  56  7.531527 z22shaikAND
448 Q0 LA122489-0152  57  7.504386 z22shaikAND
448 Q0 LA033090-0158  58  7.495808 z22shaikAND
448 Q0 LA122990-0008  59  7.421907 z22shaikAND
448 Q0 LA102189-0059  60  7.351390 z22shaikAND
448 Q0 LA111789-0158  61  7.324662 z22shaikAND
448 Q0 LA090390-0085  62  7.314693 z22shaikAND
448 Q0 LA122089-0156  63  7.283765 z22shaikAND
448 Q0 LA021890-0203  64  7.272009 z22shaikAND
448 Q0 LA121490-0006  65  7.270415 z22shaikAND
448 Q0 LA020490-0186  66  7.261216 z22shaikAND
448 Q0 LA012589-0076  67  7.250345 z22shaikAND
448 Q0 LA123190-0075  68  7.235881 z22shaikAND
448 Q0 LA122890-0134  69  7.219054 z22shaikAND
448 Q0 LA120290-0076  70  7.210801 z22shaikAND
448 Q0 LA090390-0040  71  7.209801 z22shaikAND
448 Q0 LA122890-0078  72  7.195312 z22shaikAND
448 Q0 LA121989-0059  73  7.194414 z22shaikAND
448 Q0 LA072290-0058  74  7.187359 z22shaikAND
448 Q0 LA081890-0012  75  7.185717 z22shaikAND
448 Q0 LA081390-0035  76  7.181107 z22shaikAND
448 Q0 LA082990-0073  77  7.167790 z22shaikAND
448 Q0 LA061189-0160  78  7.167412 z22shaikAND
448 Q0 LA110190-0244  79  7.163387 z22shaikAND
448 Q0 LA032489-0011  80  7.153652 z22shaikAND
448 Q0 LA032489-0095  81  7.153428 z22shaikAND
448 Q0 LA060390-0084  82  7.151789 z22shaikAND
448 Q0 LA011090-0134  83  7.149329 z22shaikAND
448 Q0 LA012190-0050  84  7.148789 z22shaikAND
448 Q0 LA110189-0029  85  7.146533 z22shaikAND
448 Q0 LA042389-0161  86  7.144472 z22shaikAND
448 Q0 LA092390-0218  87  7.144460 z22shaikAND
448 Q0 LA031889-0052  88  7.140003 z22shaikAND
448 Q0 LA091490-0168  89  7.137580 z22shaikAND
448 Q0 LA072889-0090  90  7.128669 z22shaikAND
448 Q0 LA100790-0235  91  7.127451 z22shaikAND
448 Q0 LA022090-0039  92  7.124123 z22shaikAND
448 Q0 LA102290-0046  93  7.122794 z22shaikAND
448 Q0 LA080190-0139  94  7.120371 z22shaikAND
448 Q0 LA091690-0103  95  7.116415 z22shaikAND
448 Q0 LA061190-0061  96  7.116372 z22shaikAND
448 Q0 LA082489-0182  97  7.112861 z22shaikAND
448 Q0 LA081790-0195  98  7.109330 z22shaikAND
448 Q0 LA020789-0142  99  7.107491 z22shaikAND
448 Q0 LA050490-0044 100  7.104679 z22shaikAND
449 Q0 LA052190-0106   1 14.807863 z22shaikAND
449 Q0 LA010790-0029   2 12.683704 z22shaikAND
449 Q0 LA122890-0089   3 12.387195 z22shaikAND
449 Q0 LA090289-0074   4 12.068291 z22shaikAND
449 Q0 LA062490-0039   5 11.946111 z22shaikAND
449 Q0 LA010589-0194   6 11.943997 z22shaikAND
449 Q0 LA010789-0016   7 11.762185 z22shaikAND
449 Q0 LA111090-0106   8 11.740214 z22shaikAND
449 Q0 LA010789-0019   9 10.970536 z22shaikAND
449 Q0 LA112690-0027  10 10.747133 z22shaikAND
449 Q0 LA062290-0030  11 10.500804 z22shaikAND
449 Q0 LA020989-0096  12 10.487506 z22shaikAND
449 Q0 LA060590-0014  13 10.416681 z22shaikAND
449 Q0 LA070489-0051  14 10.363127 z22shaikAND
449 Q0 LA012489-0078  15 10.233057 z22shaikAND
449 Q0 LA052390-0176  16 10.197923 z22shaikAND
449 Q0 LA091589-0047  17 10.153207 z22shaikAND
449 Q0 LA101289-0211  18 10.137903 z22shaikAND
449 Q0 LA090289-0111  19  9.751914 z22shaikAND
449 Q0 LA113089-0091  20  9.730615 z22shaikAND
449 Q0 LA120890-0059  21  9.691052 z22shaikAND
449 Q0 LA073190-0159  22  9.622344 z22shaikAND
449 Q0 LA022790-0006  23  9.588920 z22shaikAND
449 Q0 LA061489-0078  24  9.588920 z22shaikAND
449 Q0 LA082090-0069  25  9.565928 z22shaikAND
449 Q0 LA110690-0193  26  9.551060 z22shaikAND
449 Q0 LA082089-0172  27  9.544714 z22shaikAND
449 Q0 LA122590-0076  28  9.533726 z22shaikAND
449 Q0 LA022690-0121  29  9.523601 z22shaikAND
449 Q0 LA081390-0052  30  9.468327 z22shaikAND
449 Q0 LA092290-0081  31  9.446726 z22shaikAND
449 Q0 LA102389-0026  32  9.426318 z22shaikAND
449 Q0 LA041990-0100  33  9.346260 z22shaikAND
449 Q0 LA041789-0063  34  9.329662 z22shaikAND
449 Q0 LA100889-0103  35  9.329662 z22shaikAND
449 Q0 LA100789-0014  36  9.154690 z22shaikAND
449 Q0 LA051190-0185  37  9.104026 z22shaikAND
449 Q0 LA062290-0133  38  9.099789 z22shaikAND
449 Q0 LA090489-0069  39  9.089801 z22shaikAND
449 Q0 LA092090-0248  40  9.014835 z22shaikAND
449 Q0 LA041290-0223  41  8.889046 z22shaikAND
449 Q0 LA050789-0161  42  8.879515 z22shaikAND
449 Q0 LA040390-0158  43  8.864885 z22shaikAND
449 Q0 LA012190-0026  44  8.860515 z22shaikAND
449 Q0 LA010790-0008  45  8.820846 z22shaikAND
449 Q0 LA102790-0060  46  8.820846 z22shaikAND
449 Q0 LA042490-0142  47  8.814085 z22shaikAND
449 Q0 LA081790-0137  48  8.813367 z22shaikAND
449 Q0 LA020989-0137  49  8.776721 z22shaikAND
449 Q0 LA121489-0105  50  8.767429 z22shaikAND
449 Q0 LA111189-0007  51  8.766719 z22shaikAND
449 Q0 LA040889-0005  52  8.746423 z22shaikAND
449 Q0 LA021289-0038  53  8.746060 z22shaikAND
449 Q0 LA080490-0121  54  8.704457 z22shaikAND
449 Q0 LA060490-0077  55  8.674889 z22shaikAND
449 Q0 LA122490-0059  56  8.656753 z22shaikAND
449 Q0 LA110389-0174  57  8.652562 z22shaikAND
449 Q0 LA020189-0115  58  8.601283 z22shaikAND
449 Q0 LA050389-0080  59  8.591099 z22shaikAND
449 Q0 LA070690-0039  60  8.591099 z22shaikAND
449 Q0 LA021390-0139  61  8.540694 z22shaikAND
449 Q0 LA062390-0001  62  8.515022 z22shaikAND
449 Q0 LA102689-0211  63  8.510646 z22shaikAND
449 Q0 LA020289-0047  64  8.480656 z22shaikAND
449 Q0 LA040589-0153  65  8.470757 z22shaikAND
449 Q0 LA072290-0198  66  8.424076 z22shaikAND
449 Q0 LA062189-0010  67  8.416088 z22shaikAND
449 Q0 LA010390-0075  68  8.359649 z22shaikAND
449 Q0 LA120389-0155  69  8.324988 z22shaikAND
449 Q0 LA071290-0027  70  8.315448 z22shaikAND
449 Q0 LA051690-0017  71  8.296434 z22shaikAND
449 Q0 LA111390-0149  72  8.286959 z22shaikAND
449 Q0 LA040290-0014  73  8.277507 z22shaikAND
449 Q0 LA041389-0183  74  8.174931 z22shaikAND
449 Q0 LA011589-0160  75  8.165732 z22shaikAND
449 Q0 LA102190-0055  76  8.156553 z22shaikAND
449 Q0 LA110790-0151  77  8.110969 z22shaikAND
449 Q0 LA051189-0007  78  8.092877 z22shaikAND
449 Q0 LA011190-0073  79  8.086812 z22shaikAND
449 Q0 LA051989-0009  80  7.996419 z22shaikAND
449 Q0 LA010789-0132  81  7.989491 z22shaikAND
449 Q0 LA110889-0005  82  7.973323 z22shaikAND
449 Q0 LA101490-0006  83  7.959722 z22shaikAND
449 Q0 LA021590-0242  84  7.924950 z22shaikAND
449 Q0 LA042590-0073  85  7.904827 z22shaikAND
449 Q0 LA061990-0138  86  7.856311 z22shaikAND
449 Q0 LA011790-0145  87  7.837499 z22shaikAND
449 Q0 LA051690-0013  88  7.822435 z22shaikAND
449 Q0 LA052189-0102  89  7.815310 z22shaikAND
449 Q0 LA042090-0013  90  7.814012 z22shaikAND
